Region,Suburb,Year,Total Description,Value
Weston Creek,Chapman,2021,Unpaid child care - Census : Cared for own child/children (no.),5.0
Weston Creek,Chapman,2021,Unpaid child care - Census : Cared for own child/children (%),31.3
Weston Creek,Chapman,2021,Unpaid child care - Census : Cared for other child/children (no.),4.0
Weston Creek,Chapman,2021,Unpaid child care - Census : Cared for other child/children (%),25.0
Weston Creek,Chapman,2021,Unpaid child care - Census : Total provided unpaid child care (no.),4.0
Weston Creek,Chapman,2021,Unpaid child care - Census : Total provided unpaid child care (%),25.0
Weston Creek,Chapman,2021,Unpaid child care - Census : Did not provide unpaid child care (no.),14.0
Weston Creek,Chapman,2021,Unpaid child care - Census : Did not provide unpaid child care (%),87.5
Weston Creek,Chapman,2021,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),11.0
Weston Creek,Chapman,2021,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (%),68.8
Weston Creek,Chapman,2021,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),18.0
Weston Creek,Chapman,2021,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),64.3
Weston Creek,Chapman,2021,Tenure type - Census : Renter (no.),5.0
Weston Creek,Chapman,2021,Tenure type - Census : Renter (%),17.9
Weston Creek,Chapman,2021,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),0.0
Weston Creek,Chapman,2021,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (%),0.0
Weston Creek,Chapman,2021,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),0.0
Weston Creek,Chapman,2021,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),0.0
Weston Creek,Chapman,2021,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (%),0.0
Weston Creek,Chapman,2021,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),0.0
Weston Creek,Chapman,2021,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",0.0
Weston Creek,Chapman,2021,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (%)",0.0
Weston Creek,Chapman,2021,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),0.0
Weston Creek,Chapman,2021,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),6.0
Weston Creek,Chapman,2021,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (%),46.2
Weston Creek,Chapman,2021,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),13.0
Weston Creek,Chapman,2021,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),22.0
Weston Creek,Chapman,2021,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (%),88.0
Weston Creek,Chapman,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),0.0
Weston Creek,Chapman,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (%),0.0
Weston Creek,Chapman,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),0.0
Weston Creek,Chapman,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (%),0.0
Weston Creek,Chapman,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),0.0
Weston Creek,Chapman,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (%),0.0
Weston Creek,Chapman,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),0.0
Weston Creek,Chapman,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (%),0.0
Weston Creek,Chapman,2021,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),25.0
Belconnen,Charnwood,2021,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),0.0
Belconnen,Charnwood,2021,Language - Census : Speaks English at home (%),100.0
Belconnen,Charnwood,2021,"Engagement in employment, education or training - Census : Fully engaged (%)",55.7
Belconnen,Charnwood,2021,"Engagement in employment, education or training - Census : Partially or at least partially engaged (%)",17.7
Belconnen,Charnwood,2021,"Engagement in employment, education or training - Census : Not engaged (%)",25.3
Belconnen,Charnwood,2021,Labour force status - Census : Employed (no.),50.0
Belconnen,Charnwood,2021,Labour force status - Census : % of total labour force employed,106.4
Belconnen,Charnwood,2021,Labour force status - Census : Unemployed (no.),0.0
Belconnen,Charnwood,2021,Labour force status - Census : % of total labour force unemployed,0.0
Belconnen,Charnwood,2021,Labour force status - Census : In the labour force (no.),47.0
Belconnen,Charnwood,2021,Labour force status - Census : Labour force participation rate (%),67.1
Belconnen,Charnwood,2021,Labour force status - Census : Not in the labour force (%),30.0
Belconnen,Charnwood,2021,Labour force status - Census : Total responding population aged 15-64 years (no.),70.0
Belconnen,Charnwood,2021,Labour force status - Census : % of total Census responding population employed,71.4
Belconnen,Charnwood,2021,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),9.0
Belconnen,Charnwood,2021,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (%),11.4
Belconnen,Charnwood,2021,Unpaid child care - Census : Cared for own child/children (no.),21.0
Belconnen,Charnwood,2021,Unpaid child care - Census : Cared for own child/children (%),26.6
Belconnen,Charnwood,2021,Unpaid child care - Census : Cared for other child/children (no.),4.0
Belconnen,Charnwood,2021,Unpaid child care - Census : Cared for other child/children (%),5.1
Belconnen,Charnwood,2021,Unpaid child care - Census : Total provided unpaid child care (no.),25.0
Belconnen,Charnwood,2021,Unpaid child care - Census : Total provided unpaid child care (%),31.6
Belconnen,Charnwood,2021,Unpaid child care - Census : Did not provide unpaid child care (no.),54.0
Belconnen,Charnwood,2021,Unpaid child care - Census : Did not provide unpaid child care (%),68.4
Belconnen,Charnwood,2021,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),10.0
Belconnen,Charnwood,2021,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (%),12.7
Belconnen,Charnwood,2021,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),60.0
Belconnen,Charnwood,2021,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),51.7
Belconnen,Charnwood,2021,Tenure type - Census : Renter (no.),54.0
Belconnen,Charnwood,2021,Tenure type - Census : Renter (%),46.6
Belconnen,Charnwood,2021,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),3.0
Belconnen,Charnwood,2021,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (%),60.0
Belconnen,Charnwood,2021,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),5.0
Belconnen,Charnwood,2021,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),13.0
Belconnen,Charnwood,2021,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (%),65.0
Belconnen,Charnwood,2021,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),20.0
Belconnen,Charnwood,2021,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",12.0
Belconnen,Charnwood,2021,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (%)",92.3
Belconnen,Charnwood,2021,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),13.0
Belconnen,Charnwood,2021,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),46.0
Belconnen,Charnwood,2021,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (%),79.3
Belconnen,Charnwood,2021,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),58.0
Belconnen,Charnwood,2021,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),86.0
Belconnen,Charnwood,2021,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (%),78.2
Belconnen,Charnwood,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),17.0
Belconnen,Charnwood,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (%),15.5
Belconnen,Charnwood,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),0.0
Belconnen,Charnwood,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (%),0.0
Belconnen,Charnwood,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),0.0
Belconnen,Charnwood,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (%),0.0
Belconnen,Charnwood,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),0.0
Belconnen,Charnwood,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (%),0.0
Belconnen,Charnwood,2021,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),110.0
Woden,Chifley,2021,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),0.0
Woden,Chifley,2021,Language - Census : Speaks English at home (%),79.1
Woden,Chifley,2021,"Engagement in employment, education or training - Census : Fully engaged (%)",69.4
Woden,Chifley,2021,"Engagement in employment, education or training - Census : Partially or at least partially engaged (%)",16.7
Woden,Chifley,2021,"Engagement in employment, education or training - Census : Not engaged (%)",13.9
Woden,Chifley,2021,Labour force status - Census : Employed (no.),22.0
Woden,Chifley,2021,Labour force status - Census : % of total labour force employed,88.0
Woden,Chifley,2021,Labour force status - Census : Unemployed (no.),0.0
Woden,Chifley,2021,Labour force status - Census : % of total labour force unemployed,0.0
Woden,Chifley,2021,Labour force status - Census : In the labour force (no.),25.0
Woden,Chifley,2021,Labour force status - Census : Labour force participation rate (%),78.1
Woden,Chifley,2021,Labour force status - Census : Not in the labour force (%),21.9
Woden,Chifley,2021,Labour force status - Census : Total responding population aged 15-64 years (no.),32.0
Woden,Chifley,2021,Labour force status - Census : % of total Census responding population employed,68.8
Woden,Chifley,2021,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),4.0
Woden,Chifley,2021,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (%),11.1
Woden,Chifley,2021,Unpaid child care - Census : Cared for own child/children (no.),3.0
Woden,Chifley,2021,Unpaid child care - Census : Cared for own child/children (%),8.3
Woden,Chifley,2021,Unpaid child care - Census : Cared for other child/children (no.),6.0
Woden,Chifley,2021,Unpaid child care - Census : Cared for other child/children (%),16.7
Woden,Chifley,2021,Unpaid child care - Census : Total provided unpaid child care (no.),9.0
Woden,Chifley,2021,Unpaid child care - Census : Total provided unpaid child care (%),25.0
Woden,Chifley,2021,Unpaid child care - Census : Did not provide unpaid child care (no.),28.0
Woden,Chifley,2021,Unpaid child care - Census : Did not provide unpaid child care (%),77.8
Woden,Chifley,2021,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),7.0
Woden,Chifley,2021,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (%),19.4
Woden,Chifley,2021,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),22.0
Woden,Chifley,2021,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),53.7
Woden,Chifley,2021,Tenure type - Census : Renter (no.),19.0
Woden,Chifley,2021,Tenure type - Census : Renter (%),46.3
Woden,Chifley,2021,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),9.0
Woden,Chifley,2021,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (%),100.0
Woden,Chifley,2021,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),9.0
Woden,Chifley,2021,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),4.0
Woden,Chifley,2021,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (%),57.1
Woden,Chifley,2021,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),7.0
Woden,Chifley,2021,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",14.0
Woden,Chifley,2021,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (%)",116.7
Woden,Chifley,2021,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),12.0
Woden,Chifley,2021,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),17.0
Woden,Chifley,2021,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (%),70.8
Woden,Chifley,2021,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),24.0
Woden,Chifley,2021,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),34.0
Woden,Chifley,2021,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (%),91.9
Woden,Chifley,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),0.0
Woden,Chifley,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (%),0.0
Woden,Chifley,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),0.0
Woden,Chifley,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (%),0.0
Woden,Chifley,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),0.0
Woden,Chifley,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (%),0.0
Woden,Chifley,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),0.0
Woden,Chifley,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (%),0.0
Woden,Chifley,2021,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),37.0
Tuggeranong,Chisholm,2021,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),0.0
Tuggeranong,Chisholm,2021,Language - Census : Speaks English at home (%),98.8
Tuggeranong,Chisholm,2021,"Engagement in employment, education or training - Census : Fully engaged (%)",54.2
Tuggeranong,Chisholm,2021,"Engagement in employment, education or training - Census : Partially or at least partially engaged (%)",14.0
Tuggeranong,Chisholm,2021,"Engagement in employment, education or training - Census : Not engaged (%)",29.0
Tuggeranong,Chisholm,2021,Labour force status - Census : Employed (no.),65.0
Tuggeranong,Chisholm,2021,Labour force status - Census : % of total labour force employed,94.2
Tuggeranong,Chisholm,2021,Labour force status - Census : Unemployed (no.),4.0
Tuggeranong,Chisholm,2021,Labour force status - Census : % of total labour force unemployed,5.8
Tuggeranong,Chisholm,2021,Labour force status - Census : In the labour force (no.),69.0
Tuggeranong,Chisholm,2021,Labour force status - Census : Labour force participation rate (%),69.7
Tuggeranong,Chisholm,2021,Labour force status - Census : Not in the labour force (%),30.3
Tuggeranong,Chisholm,2021,Labour force status - Census : Total responding population aged 15-64 years (no.),99.0
Tuggeranong,Chisholm,2021,Labour force status - Census : % of total Census responding population employed,65.7
Tuggeranong,Chisholm,2021,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),19.0
Tuggeranong,Chisholm,2021,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (%),16.8
Tuggeranong,Chisholm,2021,Unpaid child care - Census : Cared for own child/children (no.),24.0
Tuggeranong,Chisholm,2021,Unpaid child care - Census : Cared for own child/children (%),21.2
Tuggeranong,Chisholm,2021,Unpaid child care - Census : Cared for other child/children (no.),14.0
Tuggeranong,Chisholm,2021,Unpaid child care - Census : Cared for other child/children (%),12.4
Tuggeranong,Chisholm,2021,Unpaid child care - Census : Total provided unpaid child care (no.),41.0
Tuggeranong,Chisholm,2021,Unpaid child care - Census : Total provided unpaid child care (%),36.3
Tuggeranong,Chisholm,2021,Unpaid child care - Census : Did not provide unpaid child care (no.),65.0
Tuggeranong,Chisholm,2021,Unpaid child care - Census : Did not provide unpaid child care (%),57.5
Tuggeranong,Chisholm,2021,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),8.0
Tuggeranong,Chisholm,2021,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (%),7.1
Tuggeranong,Chisholm,2021,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),110.0
Tuggeranong,Chisholm,2021,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),65.5
Tuggeranong,Chisholm,2021,Tenure type - Census : Renter (no.),47.0
Tuggeranong,Chisholm,2021,Tenure type - Census : Renter (%),28.0
Tuggeranong,Chisholm,2021,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),9.0
Tuggeranong,Chisholm,2021,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (%),75.0
Tuggeranong,Chisholm,2021,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),12.0
Tuggeranong,Chisholm,2021,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),9.0
Tuggeranong,Chisholm,2021,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (%),47.4
Tuggeranong,Chisholm,2021,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),19.0
Tuggeranong,Chisholm,2021,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",16.0
Tuggeranong,Chisholm,2021,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (%)",80.0
Tuggeranong,Chisholm,2021,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),20.0
Tuggeranong,Chisholm,2021,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),48.0
Tuggeranong,Chisholm,2021,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (%),60.0
Tuggeranong,Chisholm,2021,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),80.0
Tuggeranong,Chisholm,2021,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),136.0
Tuggeranong,Chisholm,2021,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (%),90.1
Tuggeranong,Chisholm,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),16.0
Tuggeranong,Chisholm,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (%),10.6
Tuggeranong,Chisholm,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),3.0
Tuggeranong,Chisholm,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (%),2.0
Tuggeranong,Chisholm,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),0.0
Tuggeranong,Chisholm,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (%),0.0
Tuggeranong,Chisholm,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),0.0
Tuggeranong,Chisholm,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (%),0.0
Tuggeranong,Chisholm,2021,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),151.0
Inner North,Civic,2021,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),0.0
Inner North,Civic,2021,Language - Census : Speaks English at home (%),84.6
Inner North,Civic,2021,"Engagement in employment, education or training - Census : Fully engaged (%)",79.6
Inner North,Civic,2021,"Engagement in employment, education or training - Census : Partially or at least partially engaged (%)",8.2
Inner North,Civic,2021,"Engagement in employment, education or training - Census : Not engaged (%)",6.1
Inner North,Civic,2021,Labour force status - Census : Employed (no.),33.0
Inner North,Civic,2021,Labour force status - Census : % of total labour force employed,94.3
Inner North,Civic,2021,Labour force status - Census : Unemployed (no.),4.0
Inner North,Civic,2021,Labour force status - Census : % of total labour force unemployed,11.4
Inner North,Civic,2021,Labour force status - Census : In the labour force (no.),35.0
Inner North,Civic,2021,Labour force status - Census : Labour force participation rate (%),71.4
Inner North,Civic,2021,Labour force status - Census : Not in the labour force (%),28.6
Inner North,Civic,2021,Labour force status - Census : Total responding population aged 15-64 years (no.),49.0
Inner North,Civic,2021,Labour force status - Census : % of total Census responding population employed,67.3
Inner North,Civic,2021,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),5.0
Inner North,Civic,2021,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (%),10.2
Inner North,Civic,2021,Unpaid child care - Census : Cared for own child/children (no.),4.0
Inner North,Civic,2021,Unpaid child care - Census : Cared for own child/children (%),8.2
Inner North,Civic,2021,Unpaid child care - Census : Cared for other child/children (no.),3.0
Inner North,Civic,2021,Unpaid child care - Census : Cared for other child/children (%),6.1
Inner North,Civic,2021,Unpaid child care - Census : Total provided unpaid child care (no.),11.0
Inner North,Civic,2021,Unpaid child care - Census : Total provided unpaid child care (%),22.4
Inner North,Civic,2021,Unpaid child care - Census : Did not provide unpaid child care (no.),42.0
Inner North,Civic,2021,Unpaid child care - Census : Did not provide unpaid child care (%),85.7
Inner North,Civic,2021,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),18.0
Inner North,Civic,2021,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (%),36.7
Inner North,Civic,2021,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),14.0
Inner North,Civic,2021,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),41.2
Inner North,Civic,2021,Tenure type - Census : Renter (no.),26.0
Inner North,Civic,2021,Tenure type - Census : Renter (%),76.5
Inner North,Civic,2021,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),9.0
Inner North,Civic,2021,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (%),100.0
Inner North,Civic,2021,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),9.0
Inner North,Civic,2021,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),6.0
Inner North,Civic,2021,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (%),54.5
Inner North,Civic,2021,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),11.0
Inner North,Civic,2021,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",25.0
Inner North,Civic,2021,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (%)",100.0
Inner North,Civic,2021,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),25.0
Inner North,Civic,2021,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),17.0
Inner North,Civic,2021,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (%),65.4
Inner North,Civic,2021,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),26.0
Inner North,Civic,2021,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),28.0
Inner North,Civic,2021,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (%),82.4
Inner North,Civic,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),7.0
Inner North,Civic,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (%),20.6
Inner North,Civic,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),0.0
Inner North,Civic,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (%),0.0
Inner North,Civic,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),0.0
Inner North,Civic,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (%),0.0
Inner North,Civic,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),0.0
Inner North,Civic,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (%),0.0
Inner North,Civic,2021,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),34.0
Tuggeranong,Conder,2021,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),0.0
Tuggeranong,Conder,2021,Language - Census : Speaks English at home (%),93.8
Tuggeranong,Conder,2021,"Engagement in employment, education or training - Census : Fully engaged (%)",58.7
Tuggeranong,Conder,2021,"Engagement in employment, education or training - Census : Partially or at least partially engaged (%)",15.6
Tuggeranong,Conder,2021,"Engagement in employment, education or training - Census : Not engaged (%)",25.7
Tuggeranong,Conder,2021,Labour force status - Census : Employed (no.),64.0
Tuggeranong,Conder,2021,Labour force status - Census : % of total labour force employed,95.5
Tuggeranong,Conder,2021,Labour force status - Census : Unemployed (no.),6.0
Tuggeranong,Conder,2021,Labour force status - Census : % of total labour force unemployed,9.0
Tuggeranong,Conder,2021,Labour force status - Census : In the labour force (no.),67.0
Tuggeranong,Conder,2021,Labour force status - Census : Labour force participation rate (%),70.5
Tuggeranong,Conder,2021,Labour force status - Census : Not in the labour force (%),24.2
Tuggeranong,Conder,2021,Labour force status - Census : Total responding population aged 15-64 years (no.),95.0
Tuggeranong,Conder,2021,Labour force status - Census : % of total Census responding population employed,67.4
Tuggeranong,Conder,2021,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),18.0
Tuggeranong,Conder,2021,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (%),16.5
Tuggeranong,Conder,2021,Unpaid child care - Census : Cared for own child/children (no.),26.0
Tuggeranong,Conder,2021,Unpaid child care - Census : Cared for own child/children (%),23.9
Tuggeranong,Conder,2021,Unpaid child care - Census : Cared for other child/children (no.),6.0
Tuggeranong,Conder,2021,Unpaid child care - Census : Cared for other child/children (%),5.5
Tuggeranong,Conder,2021,Unpaid child care - Census : Total provided unpaid child care (no.),35.0
Tuggeranong,Conder,2021,Unpaid child care - Census : Total provided unpaid child care (%),32.1
Tuggeranong,Conder,2021,Unpaid child care - Census : Did not provide unpaid child care (no.),71.0
Tuggeranong,Conder,2021,Unpaid child care - Census : Did not provide unpaid child care (%),65.1
Tuggeranong,Conder,2021,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),13.0
Tuggeranong,Conder,2021,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (%),11.9
Tuggeranong,Conder,2021,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),99.0
Tuggeranong,Conder,2021,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),64.3
Tuggeranong,Conder,2021,Tenure type - Census : Renter (no.),59.0
