Region,Year,Total Description,Value
Inner South,2021,Labour force status - Census : Employed (no.),195.0
Inner South,2021,Labour force status - Census : In the labour force (no.),218.0
Inner South,2021,Labour force status - Census : Labour force participation rate (%),583.1
Inner South,2021,Labour force status - Census : Not in the labour force (%),296.6
Inner South,2021,Labour force status - Census : Total responding population aged 15-64 years (no.),301.0
Inner South,2021,Labour force status - Census : Unemployed (no.),24.0
Inner South,2021,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),22.7
Inner South,2021,Language - Census : Speaks English at home (%),857.8
Inner South,2021,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),263.0
Inner South,2021,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),99.0
Inner South,2021,Tenure type - Census : Renter (%),522.2
Inner South,2021,Tenure type - Census : Renter (no.),277.0
Inner South,2021,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (%),121.0
Inner South,2021,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),47.0
Inner South,2021,Unpaid child care - Census : Cared for other child/children (%),50.6
Inner South,2021,Unpaid child care - Census : Cared for other child/children (no.),11.0
Inner South,2021,Unpaid child care - Census : Cared for own child/children (%),87.4
Inner South,2021,Unpaid child care - Census : Cared for own child/children (no.),46.0
Inner South,2021,Unpaid child care - Census : Did not provide unpaid child care (%),711.1
Inner South,2021,Unpaid child care - Census : Did not provide unpaid child care (no.),241.0
Inner South,2021,Unpaid child care - Census : Total provided unpaid child care (%),176.4
Inner South,2021,Unpaid child care - Census : Total provided unpaid child care (no.),66.0
Inner South,2021,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (%),97.0
Inner South,2021,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),35.0
Molonglo District,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (%),0.0
Molonglo District,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),0.0
Molonglo District,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),0.0
Molonglo District,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (%),0.0
Molonglo District,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),0.0
Molonglo District,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),0.0
Molonglo District,2011,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (%)",0.0
Molonglo District,2011,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",0.0
Molonglo District,2011,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),0.0
Molonglo District,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (%),0.0
Molonglo District,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),0.0
Molonglo District,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),0.0
Molonglo District,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (%),0.0
Molonglo District,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),0.0
Molonglo District,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (%),0.0
Molonglo District,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),0.0
Molonglo District,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (%),0.0
Molonglo District,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),0.0
Molonglo District,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (%),0.0
Molonglo District,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),0.0
Molonglo District,2011,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (%),0.0
Molonglo District,2011,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),0.0
Molonglo District,2011,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),0.0
Molonglo District,2011,"Engagement in employment, education or training - Census : Fully engaged (%)",0.0
Molonglo District,2011,"Engagement in employment, education or training - Census : Not engaged (%)",0.0
Molonglo District,2011,"Engagement in employment, education or training - Census : Partially or at least partially engaged (%)",0.0
Molonglo District,2011,Labour force status - Census : % of total Census responding population employed,0.0
Molonglo District,2011,Labour force status - Census : % of total labour force employed,0.0
Molonglo District,2011,Labour force status - Census : % of total labour force unemployed,0.0
Molonglo District,2011,Labour force status - Census : Employed (no.),0.0
Molonglo District,2011,Labour force status - Census : In the labour force (no.),0.0
Molonglo District,2011,Labour force status - Census : Labour force participation rate (%),0.0
Molonglo District,2011,Labour force status - Census : Not in the labour force (%),0.0
Molonglo District,2011,Labour force status - Census : Total responding population aged 15-64 years (no.),0.0
Molonglo District,2011,Labour force status - Census : Unemployed (no.),0.0
Molonglo District,2011,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),0.0
Molonglo District,2011,Language - Census : Speaks English at home (%),0.0
Molonglo District,2011,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),0.0
Molonglo District,2011,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),0.0
Molonglo District,2011,Tenure type - Census : Renter (%),0.0
Molonglo District,2011,Tenure type - Census : Renter (no.),0.0
Molonglo District,2011,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (%),0.0
Molonglo District,2011,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),0.0
Molonglo District,2011,Unpaid child care - Census : Cared for other child/children (%),0.0
Molonglo District,2011,Unpaid child care - Census : Cared for other child/children (no.),0.0
Molonglo District,2011,Unpaid child care - Census : Cared for own child/children (%),0.0
Molonglo District,2011,Unpaid child care - Census : Cared for own child/children (no.),0.0
Molonglo District,2011,Unpaid child care - Census : Did not provide unpaid child care (%),0.0
Molonglo District,2011,Unpaid child care - Census : Did not provide unpaid child care (no.),0.0
Molonglo District,2011,Unpaid child care - Census : Total provided unpaid child care (%),0.0
Molonglo District,2011,Unpaid child care - Census : Total provided unpaid child care (no.),0.0
Molonglo District,2011,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (%),0.0
Molonglo District,2011,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),0.0
Molonglo District,2016,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (%),0.0
Molonglo District,2016,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),0.0
Molonglo District,2016,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),0.0
Molonglo District,2016,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (%),276.7
Molonglo District,2016,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),15.0
Molonglo District,2016,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),11.0
Molonglo District,2016,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (%)",133.3
Molonglo District,2016,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",4.0
Molonglo District,2016,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),3.0
Molonglo District,2016,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (%),211.1
Molonglo District,2016,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),22.0
Molonglo District,2016,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),21.0
Molonglo District,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (%),0.0
Molonglo District,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),0.0
Molonglo District,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (%),0.0
Molonglo District,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),0.0
Molonglo District,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (%),0.0
Molonglo District,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),0.0
Molonglo District,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (%),0.0
Molonglo District,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),0.0
Molonglo District,2016,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (%),194.4
Molonglo District,2016,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),43.0
Molonglo District,2016,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),44.0
Molonglo District,2016,"Engagement in employment, education or training - Census : Fully engaged (%)",193.3
Molonglo District,2016,"Engagement in employment, education or training - Census : Not engaged (%)",33.3
Molonglo District,2016,"Engagement in employment, education or training - Census : Partially or at least partially engaged (%)",33.3
Molonglo District,2016,Labour force status - Census : % of total Census responding population employed,150.0
Molonglo District,2016,Labour force status - Census : % of total labour force employed,170.0
Molonglo District,2016,Labour force status - Census : % of total labour force unemployed,0.0
Molonglo District,2016,Labour force status - Census : Employed (no.),19.0
Molonglo District,2016,Labour force status - Census : In the labour force (no.),22.0
Molonglo District,2016,Labour force status - Census : Labour force participation rate (%),180.0
Molonglo District,2016,Labour force status - Census : Not in the labour force (%),33.3
Molonglo District,2016,Labour force status - Census : Total responding population aged 15-64 years (no.),25.0
Molonglo District,2016,Labour force status - Census : Unemployed (no.),0.0
Molonglo District,2016,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),13.6
Molonglo District,2016,Language - Census : Speaks English at home (%),186.4
Molonglo District,2016,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),101.80000000000001
Molonglo District,2016,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),22.0
Molonglo District,2016,Tenure type - Census : Renter (%),70.1
Molonglo District,2016,Tenure type - Census : Renter (no.),16.0
Molonglo District,2016,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (%),0.0
Molonglo District,2016,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),0.0
Molonglo District,2016,Unpaid child care - Census : Cared for other child/children (%),20.0
Molonglo District,2016,Unpaid child care - Census : Cared for other child/children (no.),3.0
Molonglo District,2016,Unpaid child care - Census : Cared for own child/children (%),83.3
Molonglo District,2016,Unpaid child care - Census : Cared for own child/children (no.),11.0
Molonglo District,2016,Unpaid child care - Census : Did not provide unpaid child care (%),173.3
Molonglo District,2016,Unpaid child care - Census : Did not provide unpaid child care (no.),23.0
Molonglo District,2016,Unpaid child care - Census : Total provided unpaid child care (%),83.3
Molonglo District,2016,Unpaid child care - Census : Total provided unpaid child care (no.),11.0
Molonglo District,2016,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (%),20.0
Molonglo District,2016,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),3.0
Molonglo District,2021,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (%),113.6
Molonglo District,2021,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),10.0
Molonglo District,2021,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),17.0
Molonglo District,2021,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (%),183.3
Molonglo District,2021,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),24.0
Molonglo District,2021,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),27.0
Molonglo District,2021,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (%)",192.5
Molonglo District,2021,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",18.0
Molonglo District,2021,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),18.0
Molonglo District,2021,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (%),178.7
Molonglo District,2021,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),36.0
Molonglo District,2021,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),49.0
Molonglo District,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (%),0.0
Molonglo District,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),0.0
Molonglo District,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (%),10.7
Molonglo District,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),3.0
Molonglo District,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (%),0.0
Molonglo District,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),0.0
Molonglo District,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (%),0.0
Molonglo District,2021,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),0.0
Molonglo District,2021,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (%),189.3
Molonglo District,2021,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),91.0
Molonglo District,2021,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),94.0
Molonglo District,2021,"Engagement in employment, education or training - Census : Fully engaged (%)",126.6
Molonglo District,2021,"Engagement in employment, education or training - Census : Not engaged (%)",37.0
Molonglo District,2021,"Engagement in employment, education or training - Census : Partially or at least partially engaged (%)",33.3
Molonglo District,2021,Labour force status - Census : % of total Census responding population employed,149.3
Molonglo District,2021,Labour force status - Census : % of total labour force employed,178.9
Molonglo District,2021,Labour force status - Census : % of total labour force unemployed,7.5
Molonglo District,2021,Labour force status - Census : Employed (no.),52.0
Molonglo District,2021,Labour force status - Census : In the labour force (no.),58.0
Molonglo District,2021,Labour force status - Census : Labour force participation rate (%),166.89999999999998
Molonglo District,2021,Labour force status - Census : Not in the labour force (%),34.9
Molonglo District,2021,Labour force status - Census : Total responding population aged 15-64 years (no.),69.0
Molonglo District,2021,Labour force status - Census : Unemployed (no.),3.0
Molonglo District,2021,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),0.0
Molonglo District,2021,Language - Census : Speaks English at home (%),190.1
Molonglo District,2021,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),59.2
Molonglo District,2021,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),32.0
Molonglo District,2021,Tenure type - Census : Renter (%),136.1
Molonglo District,2021,Tenure type - Census : Renter (no.),64.0
Molonglo District,2021,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (%),36.7
Molonglo District,2021,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),15.0
Molonglo District,2021,Unpaid child care - Census : Cared for other child/children (%),0.0
Molonglo District,2021,Unpaid child care - Census : Cared for other child/children (no.),0.0
Molonglo District,2021,Unpaid child care - Census : Cared for own child/children (%),29.0
Molonglo District,2021,Unpaid child care - Census : Cared for own child/children (no.),11.0
Molonglo District,2021,Unpaid child care - Census : Did not provide unpaid child care (%),155.60000000000002
Molonglo District,2021,Unpaid child care - Census : Did not provide unpaid child care (no.),55.0
Molonglo District,2021,Unpaid child care - Census : Total provided unpaid child care (%),36.7
Molonglo District,2021,Unpaid child care - Census : Total provided unpaid child care (no.),15.0
Molonglo District,2021,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (%),25.9
Molonglo District,2021,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),8.0
Tuggeranong,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (%),954.5
Tuggeranong,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),84.0
Tuggeranong,2011,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),137.0
Tuggeranong,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (%),565.4
Tuggeranong,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),80.0
Tuggeranong,2011,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),209.0
Tuggeranong,2011,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (%)",1315.2
Tuggeranong,2011,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",254.0
Tuggeranong,2011,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),365.0
Tuggeranong,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (%),1330.3
Tuggeranong,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),534.0
Tuggeranong,2011,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),735.0
Tuggeranong,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (%),9.9
Tuggeranong,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),24.0
Tuggeranong,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (%),229.3
Tuggeranong,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),159.0
Tuggeranong,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (%),4.0
Tuggeranong,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),12.0
Tuggeranong,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (%),8.3
Tuggeranong,2011,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),11.0
Tuggeranong,2011,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (%),1549.7
Tuggeranong,2011,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),1377.0
Tuggeranong,2011,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),1583.0
Tuggeranong,2011,"Engagement in employment, education or training - Census : Fully engaged (%)",1117.4
Tuggeranong,2011,"Engagement in employment, education or training - Census : Not engaged (%)",348.59999999999997
Tuggeranong,2011,"Engagement in employment, education or training - Census : Partially or at least partially engaged (%)",322.7
Tuggeranong,2011,Labour force status - Census : % of total Census responding population employed,1287.0
Tuggeranong,2011,Labour force status - Census : % of total labour force employed,1659.6
Tuggeranong,2011,Labour force status - Census : % of total labour force unemployed,140.8
Tuggeranong,2011,Labour force status - Census : Employed (no.),744.0
Tuggeranong,2011,Labour force status - Census : In the labour force (no.),814.0
Tuggeranong,2011,Labour force status - Census : Labour force participation rate (%),1386.6
Tuggeranong,2011,Labour force status - Census : Not in the labour force (%),475.7
Tuggeranong,2011,Labour force status - Census : Total responding population aged 15-64 years (no.),1084.0
Tuggeranong,2011,Labour force status - Census : Unemployed (no.),65.0
Tuggeranong,2011,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),18.8
Tuggeranong,2011,Language - Census : Speaks English at home (%),1747.8
Tuggeranong,2011,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),856.9
Tuggeranong,2011,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),809.0
Tuggeranong,2011,Tenure type - Census : Renter (%),925.3
Tuggeranong,2011,Tenure type - Census : Renter (no.),845.0
Tuggeranong,2011,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (%),200.0
Tuggeranong,2011,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),139.0
Tuggeranong,2011,Unpaid child care - Census : Cared for other child/children (%),211.6
Tuggeranong,2011,Unpaid child care - Census : Cared for other child/children (no.),133.0
Tuggeranong,2011,Unpaid child care - Census : Cared for own child/children (%),371.2
Tuggeranong,2011,Unpaid child care - Census : Cared for own child/children (no.),269.0
Tuggeranong,2011,Unpaid child care - Census : Did not provide unpaid child care (%),1125.9
Tuggeranong,2011,Unpaid child care - Census : Did not provide unpaid child care (no.),664.0
Tuggeranong,2011,Unpaid child care - Census : Total provided unpaid child care (%),615.1
Tuggeranong,2011,Unpaid child care - Census : Total provided unpaid child care (no.),412.0
Tuggeranong,2011,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (%),280.8
Tuggeranong,2011,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),193.0
Tuggeranong,2016,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (%),1058.9
Tuggeranong,2016,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),139.0
Tuggeranong,2016,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),213.0
Tuggeranong,2016,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (%),872.7
Tuggeranong,2016,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),145.0
Tuggeranong,2016,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),248.0
Tuggeranong,2016,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (%)",1523.1
Tuggeranong,2016,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",330.0
Tuggeranong,2016,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),434.0
Tuggeranong,2016,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (%),1332.2
Tuggeranong,2016,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),633.0
Tuggeranong,2016,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),878.0
Tuggeranong,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (%),0.0
Tuggeranong,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),0.0
Tuggeranong,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (%),84.4
Tuggeranong,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),122.0
Tuggeranong,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (%),4.9
Tuggeranong,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),8.0
Tuggeranong,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (%),13.4
Tuggeranong,2016,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),15.0
Tuggeranong,2016,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (%),1704.3
Tuggeranong,2016,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),1680.0
Tuggeranong,2016,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),1820.0
Tuggeranong,2016,"Engagement in employment, education or training - Census : Fully engaged (%)",1103.7
Tuggeranong,2016,"Engagement in employment, education or training - Census : Not engaged (%)",442.7
Tuggeranong,2016,"Engagement in employment, education or training - Census : Partially or at least partially engaged (%)",239.4
Tuggeranong,2016,Labour force status - Census : % of total Census responding population employed,1166.6
Tuggeranong,2016,Labour force status - Census : % of total labour force employed,1614.9
Tuggeranong,2016,Labour force status - Census : % of total labour force unemployed,197.9
Tuggeranong,2016,Labour force status - Census : Employed (no.),862.0
Tuggeranong,2016,Labour force status - Census : In the labour force (no.),959.0
Tuggeranong,2016,Labour force status - Census : Labour force participation rate (%),1297.1
Tuggeranong,2016,Labour force status - Census : Not in the labour force (%),517.6
Tuggeranong,2016,Labour force status - Census : Total responding population aged 15-64 years (no.),1326.0
Tuggeranong,2016,Labour force status - Census : Unemployed (no.),96.0
Tuggeranong,2016,Language - Census : Aboriginal and Torres Strait Islander people who reported speaking an Aboriginal or Torres Strait Islander language (%),9.7
Tuggeranong,2016,Language - Census : Speaks English at home (%),1743.7
Tuggeranong,2016,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),921.7
Tuggeranong,2016,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),974.0
Tuggeranong,2016,Tenure type - Census : Renter (%),805.9
Tuggeranong,2016,Tenure type - Census : Renter (no.),948.0
Tuggeranong,2016,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (%),286.2
Tuggeranong,2016,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),229.0
Tuggeranong,2016,Unpaid child care - Census : Cared for other child/children (%),177.6
Tuggeranong,2016,Unpaid child care - Census : Cared for other child/children (no.),146.0
Tuggeranong,2016,Unpaid child care - Census : Cared for own child/children (%),402.1
Tuggeranong,2016,Unpaid child care - Census : Cared for own child/children (no.),309.0
Tuggeranong,2016,Unpaid child care - Census : Did not provide unpaid child care (%),1154.6000000000001
Tuggeranong,2016,Unpaid child care - Census : Did not provide unpaid child care (no.),885.0
Tuggeranong,2016,Unpaid child care - Census : Total provided unpaid child care (%),625.0
Tuggeranong,2016,Unpaid child care - Census : Total provided unpaid child care (no.),492.0
Tuggeranong,2016,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (%),376.5
Tuggeranong,2016,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),274.0
Tuggeranong,2021,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (%),1003.0
Tuggeranong,2021,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),162.0
Tuggeranong,2021,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),233.0
Tuggeranong,2021,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (%),1131.4
Tuggeranong,2021,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),210.0
Tuggeranong,2021,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),367.0
Tuggeranong,2021,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (%)",1147.5
Tuggeranong,2021,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",351.0
Tuggeranong,2021,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),498.0
Tuggeranong,2021,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (%),1366.1
Tuggeranong,2021,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),852.0
