Suburb,Total Description,Year,Number,Region,Population,Rate,COVID
Weston,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2021,17.0,Weston Creek,3982,4.269211451531893,During
Weston,Tenure type - Census : Renter (no.),2011,12.0,Weston Creek,3355,3.5767511177347244,Pre
Weston,Tenure type - Census : Renter (no.),2016,14.0,Weston Creek,3628,3.858875413450937,Pre
Weston,Tenure type - Census : Renter (no.),2021,20.0,Weston Creek,3982,5.02260170768458,During
Weston,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2011,6.0,Weston Creek,3355,1.7883755588673622,Pre
Weston,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2016,8.0,Weston Creek,3628,2.2050716648291067,Pre
Weston,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2021,5.0,Weston Creek,3982,1.255650426921145,During
Weston,Unpaid child care - Census : Cared for other child/children (no.),2011,0.0,Weston Creek,3355,0.0,Pre
Weston,Unpaid child care - Census : Cared for other child/children (no.),2016,3.0,Weston Creek,3628,0.8269018743109151,Pre
Weston,Unpaid child care - Census : Cared for other child/children (no.),2021,0.0,Weston Creek,3982,0.0,During
Weston,Unpaid child care - Census : Cared for own child/children (no.),2011,8.0,Weston Creek,3355,2.384500745156483,Pre
Weston,Unpaid child care - Census : Cared for own child/children (no.),2016,7.0,Weston Creek,3628,1.9294377067254684,Pre
Weston,Unpaid child care - Census : Cared for own child/children (no.),2021,9.0,Weston Creek,3982,2.260170768458061,During
Weston,Unpaid child care - Census : Did not provide unpaid child care (no.),2011,17.0,Weston Creek,3355,5.0670640834575265,Pre
Weston,Unpaid child care - Census : Did not provide unpaid child care (no.),2016,12.0,Weston Creek,3628,3.3076074972436604,Pre
Weston,Unpaid child care - Census : Did not provide unpaid child care (no.),2021,18.0,Weston Creek,3982,4.520341536916122,During
Weston,Unpaid child care - Census : Total provided unpaid child care (no.),2011,7.0,Weston Creek,3355,2.0864381520119224,Pre
Weston,Unpaid child care - Census : Total provided unpaid child care (no.),2016,16.0,Weston Creek,3628,4.410143329658213,Pre
Weston,Unpaid child care - Census : Total provided unpaid child care (no.),2021,7.0,Weston Creek,3982,1.7579105976896032,During
Weston,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2011,10.0,Weston Creek,3355,2.9806259314456036,Pre
Weston,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2016,7.0,Weston Creek,3628,1.9294377067254684,Pre
Weston,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2021,3.0,Weston Creek,3982,0.7533902561526871,During
Chifley,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2011,3.0,Woden,2598,1.1547344110854505,Pre
Chifley,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2016,6.0,Woden,2471,2.4281667341157425,Pre
Chifley,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2021,9.0,Woden,2663,3.3796470146451374,During
Chifley,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2011,4.0,Woden,2598,1.539645881447267,Pre
Chifley,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2016,6.0,Woden,2471,2.4281667341157425,Pre
Chifley,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2021,9.0,Woden,2663,3.3796470146451374,During
Chifley,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2011,6.0,Woden,2598,2.309468822170901,Pre
Chifley,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2016,0.0,Woden,2471,0.0,Pre
Chifley,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2021,4.0,Woden,2663,1.5020653398422832,During
Chifley,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2011,9.0,Woden,2598,3.464203233256351,Pre
Chifley,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2016,3.0,Woden,2471,1.2140833670578712,Pre
Chifley,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2021,7.0,Woden,2663,2.628614344723996,During
Chifley,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2011,9.0,Woden,2598,3.464203233256351,Pre
Chifley,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2016,12.0,Woden,2471,4.856333468231485,Pre
Chifley,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2021,14.0,Woden,2663,5.257228689447992,During
Chifley,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2011,17.0,Woden,2598,6.543494996150885,Pre
Chifley,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2016,15.0,Woden,2471,6.070416835289357,Pre
Chifley,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2021,12.0,Woden,2663,4.50619601952685,During
Chifley,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2011,9.0,Woden,2598,3.464203233256351,Pre
Chifley,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2016,9.0,Woden,2471,3.6422501011736137,Pre
Chifley,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2021,17.0,Woden,2663,6.383777694329704,During
Chifley,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2011,22.0,Woden,2598,8.46805234795997,Pre
Chifley,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2016,11.0,Woden,2471,4.451639012545528,Pre
Chifley,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2021,24.0,Woden,2663,9.0123920390537,During
Chifley,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2011,20.0,Woden,2598,7.698229407236336,Pre
Chifley,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2016,0.0,Woden,2471,0.0,Pre
Chifley,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2021,0.0,Woden,2663,0.0,During
Chifley,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2011,4.0,Woden,2598,1.539645881447267,Pre
Chifley,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2016,3.0,Woden,2471,1.2140833670578712,Pre
Chifley,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2021,0.0,Woden,2663,0.0,During
Chifley,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2011,0.0,Woden,2598,0.0,Pre
Chifley,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2016,0.0,Woden,2471,0.0,Pre
Chifley,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2021,0.0,Woden,2663,0.0,During
Chifley,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2011,0.0,Woden,2598,0.0,Pre
Chifley,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2016,0.0,Woden,2471,0.0,Pre
Chifley,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2021,0.0,Woden,2663,0.0,During
Chifley,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2011,34.0,Woden,2598,13.08698999230177,Pre
Chifley,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2016,35.0,Woden,2471,14.164305949008497,Pre
Chifley,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2021,34.0,Woden,2663,12.767555388659408,During
Chifley,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2011,58.0,Woden,2598,22.324865280985374,Pre
Chifley,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2016,39.0,Woden,2471,15.783083771752326,Pre
Chifley,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2021,37.0,Woden,2663,13.89410439354112,During
Chifley,Labour force status - Census : Employed (no.),2011,18.0,Woden,2598,6.928406466512702,Pre
Chifley,Labour force status - Census : Employed (no.),2016,20.0,Woden,2471,8.093889113719142,Pre
Chifley,Labour force status - Census : Employed (no.),2021,22.0,Woden,2663,8.261359369132558,During
Chifley,Labour force status - Census : In the labour force (no.),2011,19.0,Woden,2598,7.313317936874519,Pre
Chifley,Labour force status - Census : In the labour force (no.),2016,20.0,Woden,2471,8.093889113719142,Pre
Chifley,Labour force status - Census : In the labour force (no.),2021,25.0,Woden,2663,9.38790837401427,During
Chifley,Labour force status - Census : Total responding population aged 15-64 years (no.),2011,42.0,Woden,2598,16.166281755196305,Pre
Chifley,Labour force status - Census : Total responding population aged 15-64 years (no.),2016,28.0,Woden,2471,11.331444759206798,Pre
Chifley,Labour force status - Census : Total responding population aged 15-64 years (no.),2021,32.0,Woden,2663,12.016522718738265,During
Chifley,Labour force status - Census : Unemployed (no.),2011,0.0,Woden,2598,0.0,Pre
Chifley,Labour force status - Census : Unemployed (no.),2016,3.0,Woden,2471,1.2140833670578712,Pre
Chifley,Labour force status - Census : Unemployed (no.),2021,0.0,Woden,2663,0.0,During
Chifley,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2011,13.0,Woden,2598,5.003849114703619,Pre
Chifley,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2016,17.0,Woden,2471,6.879805746661271,Pre
Chifley,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2021,22.0,Woden,2663,8.261359369132558,During
Chifley,Tenure type - Census : Renter (no.),2011,38.0,Woden,2598,14.626635873749038,Pre
Chifley,Tenure type - Census : Renter (no.),2016,17.0,Woden,2471,6.879805746661271,Pre
Chifley,Tenure type - Census : Renter (no.),2021,19.0,Woden,2663,7.134810364250845,During
Chifley,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2011,0.0,Woden,2598,0.0,Pre
Chifley,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2016,4.0,Woden,2471,1.6187778227438283,Pre
Chifley,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2021,4.0,Woden,2663,1.5020653398422832,During
Chifley,Unpaid child care - Census : Cared for other child/children (no.),2011,0.0,Woden,2598,0.0,Pre
Chifley,Unpaid child care - Census : Cared for other child/children (no.),2016,3.0,Woden,2471,1.2140833670578712,Pre
Chifley,Unpaid child care - Census : Cared for other child/children (no.),2021,6.0,Woden,2663,2.253098009763425,During
Chifley,Unpaid child care - Census : Cared for own child/children (no.),2011,3.0,Woden,2598,1.1547344110854505,Pre
Chifley,Unpaid child care - Census : Cared for own child/children (no.),2016,0.0,Woden,2471,0.0,Pre
Chifley,Unpaid child care - Census : Cared for own child/children (no.),2021,3.0,Woden,2663,1.1265490048817124,During
Chifley,Unpaid child care - Census : Did not provide unpaid child care (no.),2011,35.0,Woden,2598,13.471901462663588,Pre
Chifley,Unpaid child care - Census : Did not provide unpaid child care (no.),2016,23.0,Woden,2471,9.307972480777012,Pre
Chifley,Unpaid child care - Census : Did not provide unpaid child care (no.),2021,28.0,Woden,2663,10.514457378895983,During
Chifley,Unpaid child care - Census : Total provided unpaid child care (no.),2011,4.0,Woden,2598,1.539645881447267,Pre
Chifley,Unpaid child care - Census : Total provided unpaid child care (no.),2016,3.0,Woden,2471,1.2140833670578712,Pre
Chifley,Unpaid child care - Census : Total provided unpaid child care (no.),2021,9.0,Woden,2663,3.3796470146451374,During
Chifley,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2011,9.0,Woden,2598,3.464203233256351,Pre
Chifley,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2016,10.0,Woden,2471,4.046944556859571,Pre
Chifley,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2021,7.0,Woden,2663,2.628614344723996,During
Curtin,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2011,4.0,Woden,5360,0.7462686567164178,Pre
Curtin,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2016,4.0,Woden,5325,0.7511737089201878,Pre
Curtin,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2021,0.0,Woden,5538,0.0,During
Curtin,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2011,9.0,Woden,5360,1.6791044776119401,Pre
Curtin,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2016,4.0,Woden,5325,0.7511737089201878,Pre
Curtin,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2021,5.0,Woden,5538,0.9028530155290718,During
Curtin,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2011,4.0,Woden,5360,0.7462686567164178,Pre
Curtin,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2016,3.0,Woden,5325,0.5633802816901409,Pre
Curtin,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2021,6.0,Woden,5538,1.0834236186348862,During
Curtin,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2011,0.0,Woden,5360,0.0,Pre
Curtin,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2016,3.0,Woden,5325,0.5633802816901409,Pre
Curtin,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2021,12.0,Woden,5538,2.1668472372697725,During
Curtin,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2011,10.0,Woden,5360,1.8656716417910446,Pre
Curtin,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2016,5.0,Woden,5325,0.9389671361502347,Pre
Curtin,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2021,5.0,Woden,5538,0.9028530155290718,During
Curtin,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2011,14.0,Woden,5360,2.6119402985074625,Pre
Curtin,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2016,11.0,Woden,5325,2.0657276995305165,Pre
Curtin,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2021,11.0,Woden,5538,1.986276634163958,During
Curtin,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2011,20.0,Woden,5360,3.731343283582089,Pre
Curtin,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2016,9.0,Woden,5325,1.6901408450704225,Pre
Curtin,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2021,20.0,Woden,5538,3.6114120621162873,During
Curtin,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2011,25.0,Woden,5360,4.664179104477611,Pre
Curtin,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2016,15.0,Woden,5325,2.816901408450704,Pre
Curtin,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2021,28.0,Woden,5538,5.055976886962802,During
Curtin,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2011,0.0,Woden,5360,0.0,Pre
Curtin,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2016,0.0,Woden,5325,0.0,Pre
Curtin,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2021,0.0,Woden,5538,0.0,During
Curtin,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2011,3.0,Woden,5360,0.5597014925373134,Pre
Curtin,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2016,3.0,Woden,5325,0.5633802816901409,Pre
Curtin,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2021,0.0,Woden,5538,0.0,During
Curtin,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2011,0.0,Woden,5360,0.0,Pre
Curtin,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2016,0.0,Woden,5325,0.0,Pre
Curtin,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2021,0.0,Woden,5538,0.0,During
Curtin,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2011,0.0,Woden,5360,0.0,Pre
Curtin,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2016,0.0,Woden,5325,0.0,Pre
Curtin,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2021,0.0,Woden,5538,0.0,During
Curtin,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2011,39.0,Woden,5360,7.276119402985074,Pre
Curtin,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2016,34.0,Woden,5325,6.384976525821596,Pre
Curtin,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2021,53.0,Woden,5538,9.570241964608162,During
Curtin,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2011,41.0,Woden,5360,7.649253731343284,Pre
Curtin,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2016,39.0,Woden,5325,7.323943661971831,Pre
Curtin,Closing the Gap Target 9A - Census : Total people living in applicable dwellings (no.),2021,52.0,Woden,5538,9.389671361502346,During
Curtin,Labour force status - Census : Employed (no.),2011,21.0,Woden,5360,3.917910447761194,Pre
Curtin,Labour force status - Census : Employed (no.),2016,19.0,Woden,5325,3.568075117370892,Pre
Curtin,Labour force status - Census : Employed (no.),2021,27.0,Woden,5538,4.875406283856988,During
Curtin,Labour force status - Census : In the labour force (no.),2011,22.0,Woden,5360,4.104477611940299,Pre
Curtin,Labour force status - Census : In the labour force (no.),2016,20.0,Woden,5325,3.755868544600939,Pre
Curtin,Labour force status - Census : In the labour force (no.),2021,25.0,Woden,5538,4.5142650776453594,During
Curtin,Labour force status - Census : Total responding population aged 15-64 years (no.),2011,32.0,Woden,5360,5.970149253731343,Pre
Curtin,Labour force status - Census : Total responding population aged 15-64 years (no.),2016,27.0,Woden,5325,5.070422535211267,Pre
Curtin,Labour force status - Census : Total responding population aged 15-64 years (no.),2021,38.0,Woden,5538,6.8616829180209455,During
Curtin,Labour force status - Census : Unemployed (no.),2011,0.0,Woden,5360,0.0,Pre
Curtin,Labour force status - Census : Unemployed (no.),2016,0.0,Woden,5325,0.0,Pre
Curtin,Labour force status - Census : Unemployed (no.),2021,0.0,Woden,5538,0.0,During
Curtin,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2011,17.0,Woden,5360,3.171641791044776,Pre
Curtin,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2016,21.0,Woden,5325,3.943661971830986,Pre
Curtin,Tenure type - Census : Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),2021,29.0,Woden,5538,5.236547490068617,During
Curtin,Tenure type - Census : Renter (no.),2011,31.0,Woden,5360,5.7835820895522385,Pre
Curtin,Tenure type - Census : Renter (no.),2016,16.0,Woden,5325,3.004694835680751,Pre
Curtin,Tenure type - Census : Renter (no.),2021,22.0,Woden,5538,3.972553268327916,During
Curtin,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2011,0.0,Woden,5360,0.0,Pre
Curtin,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2016,7.0,Woden,5325,1.3145539906103285,Pre
Curtin,Unpaid assistance to a person with a disability - Census : Provided unpaid assistance (no.),2021,0.0,Woden,5538,0.0,During
Curtin,Unpaid child care - Census : Cared for other child/children (no.),2011,0.0,Woden,5360,0.0,Pre
Curtin,Unpaid child care - Census : Cared for other child/children (no.),2016,0.0,Woden,5325,0.0,Pre
Curtin,Unpaid child care - Census : Cared for other child/children (no.),2021,0.0,Woden,5538,0.0,During
Curtin,Unpaid child care - Census : Cared for own child/children (no.),2011,9.0,Woden,5360,1.6791044776119401,Pre
Curtin,Unpaid child care - Census : Cared for own child/children (no.),2016,9.0,Woden,5325,1.6901408450704225,Pre
Curtin,Unpaid child care - Census : Cared for own child/children (no.),2021,8.0,Woden,5538,1.4445648248465148,During
Curtin,Unpaid child care - Census : Did not provide unpaid child care (no.),2011,18.0,Woden,5360,3.3582089552238803,Pre
Curtin,Unpaid child care - Census : Did not provide unpaid child care (no.),2016,21.0,Woden,5325,3.943661971830986,Pre
Curtin,Unpaid child care - Census : Did not provide unpaid child care (no.),2021,23.0,Woden,5538,4.15312387143373,During
Curtin,Unpaid child care - Census : Total provided unpaid child care (no.),2011,11.0,Woden,5360,2.0522388059701493,Pre
Curtin,Unpaid child care - Census : Total provided unpaid child care (no.),2016,5.0,Woden,5325,0.9389671361502347,Pre
Curtin,Unpaid child care - Census : Total provided unpaid child care (no.),2021,9.0,Woden,5538,1.6251354279523293,During
Curtin,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2011,13.0,Woden,5360,2.425373134328358,Pre
Curtin,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2016,12.0,Woden,5325,2.2535211267605635,Pre
Curtin,Voluntary work for an organisation or group - Census : Volunteered for an organisation or group (no.),2021,8.0,Woden,5538,1.4445648248465148,During
Farrer,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2011,0.0,Woden,3453,0.0,Pre
Farrer,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2016,0.0,Woden,3279,0.0,Pre
Farrer,Closing the Gap Target 5 - People aged 20-24 years - Census : Attained Year 12 or equivalent or Certificate III or above (no.),2021,13.0,Woden,3763,3.4546904065904864,During
Farrer,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2011,0.0,Woden,3453,0.0,Pre
Farrer,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2016,0.0,Woden,3279,0.0,Pre
Farrer,Closing the Gap Target 5 - People aged 20-24 years - Census : Total applicable population aged 20-24 years (no.),2021,12.0,Woden,3763,3.1889449906989107,During
Farrer,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2011,0.0,Woden,3453,0.0,Pre
Farrer,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2016,0.0,Woden,3279,0.0,Pre
Farrer,Closing the Gap Target 6 - People aged 25-34 years - Census : Completed tertiary qualification of Certificate III or above (no.),2021,6.0,Woden,3763,1.5944724953494553,During
Farrer,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2011,3.0,Woden,3453,0.8688097306689835,Pre
Farrer,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2016,3.0,Woden,3279,0.9149130832570906,Pre
Farrer,Closing the Gap Target 6 - People aged 25-34 years - Census : Total applicable population aged 25-34 years (no.),2021,8.0,Woden,3763,2.125963327132607,During
Farrer,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2011,9.0,Woden,3453,2.6064291920069507,Pre
Farrer,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2016,5.0,Woden,3279,1.5248551387618177,Pre
Farrer,"Closing the Gap Target 7 - People aged 15-24 years - Census : Fully engaged in employment, education or training (no.)",2021,13.0,Woden,3763,3.4546904065904864,During
Farrer,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2011,8.0,Woden,3453,2.3168259484506226,Pre
Farrer,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2016,5.0,Woden,3279,1.5248551387618177,Pre
Farrer,Closing the Gap Target 7 - People aged 15-24 years - Census : Total applicable population aged 15-24 years (no.),2021,17.0,Woden,3763,4.51767207015679,During
Farrer,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2011,8.0,Woden,3453,2.3168259484506226,Pre
Farrer,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2016,4.0,Woden,3279,1.219884111009454,Pre
Farrer,Closing the Gap Target 8 - People aged 25-64 years - Census : Employed (no.),2021,11.0,Woden,3763,2.9231995748073345,During
Farrer,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2011,5.0,Woden,3453,1.4480162177816391,Pre
Farrer,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2016,11.0,Woden,3279,3.354681305275999,Pre
Farrer,Closing the Gap Target 8 - People aged 25-64 years - Census : Total applicable population aged 25-64 years (no.),2021,16.0,Woden,3763,4.251926654265214,During
Farrer,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2011,0.0,Woden,3453,0.0,Pre
Farrer,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2016,0.0,Woden,3279,0.0,Pre
Farrer,Closing the Gap Target 9A - Census : Living in a dwelling requiring four or more additional bedrooms (no.),2021,0.0,Woden,3763,0.0,During
Farrer,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2011,3.0,Woden,3453,0.8688097306689835,Pre
Farrer,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2016,0.0,Woden,3279,0.0,Pre
Farrer,Closing the Gap Target 9A - Census : Living in a dwelling requiring one additional bedroom (no.),2021,0.0,Woden,3763,0.0,During
Farrer,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2011,0.0,Woden,3453,0.0,Pre
Farrer,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2016,0.0,Woden,3279,0.0,Pre
Farrer,Closing the Gap Target 9A - Census : Living in a dwelling requiring three additional bedrooms (no.),2021,0.0,Woden,3763,0.0,During
Farrer,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2011,0.0,Woden,3453,0.0,Pre
Farrer,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2016,0.0,Woden,3279,0.0,Pre
Farrer,Closing the Gap Target 9A - Census : Living in a dwelling requiring two additional bedrooms (no.),2021,0.0,Woden,3763,0.0,During
Farrer,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2011,17.0,Woden,3453,4.923255140457574,Pre
Farrer,Closing the Gap Target 9A - Census : Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),2016,29.0,Woden,3279,8.844159804818542,Pre
